Institution,Metric,Value,Year,Numeric Value,Rank,Decile
Newcastle,Average Teaching Score,71.1,2019,71.1,27.0,8.0
Edinburgh,Average Teaching Score,70.3,2019,70.3,28.0,8.0
Derby,Average Teaching Score,70.1,2019,70.1,29.0,8.0
Dundee,Average Teaching Score,70.1,2019,70.1,29.0,8.0
Essex,Average Teaching Score,69.9,2019,69.9,31.0,8.0
Swansea,Average Teaching Score,69.9,2019,69.9,31.0,8.0
Liverpool Hope,Average Teaching Score,69.6,2019,69.6,33.0,8.0
Manchester,Average Teaching Score,69.0,2019,69.0,34.0,8.0
Kent,Average Teaching Score,68.7,2019,68.7,35.0,8.0
Keele,Average Teaching Score,68.4,2019,68.4,36.0,8.0
UWE Bristol,Average Teaching Score,68.2,2019,68.2,37.0,7.0
Royal Holloway,Average Teaching Score,68.1,2019,68.1,38.0,7.0
Sheffield,Average Teaching Score,67.9,2019,67.9,39.0,7.0
Stirling,Average Teaching Score,67.5,2019,67.5,40.0,7.0
Huddersfield,Average Teaching Score,67.3,2019,67.3,41.0,7.0
Oxford Brookes,Average Teaching Score,67.3,2019,67.3,41.0,7.0
Aston,Average Teaching Score,66.9,2019,66.9,43.0,7.0
Staffordshire,Average Teaching Score,66.7,2019,66.7,44.0,7.0
Aberystwyth,Average Teaching Score,66.6,2019,66.6,45.0,7.0
Reading,Average Teaching Score,66.5,2019,66.5,46.0,7.0
Bangor,Average Teaching Score,66.2,2019,66.2,47.0,7.0
Northumbria,Average Teaching Score,66.1,2019,66.1,48.0,7.0
Liverpool John Moores,Average Teaching Score,66.0,2019,66.0,49.0,6.0
West London,Average Teaching Score,65.9,2019,65.9,50.0,6.0
Aberdeen,Average Teaching Score,64.9,2019,64.9,51.0,6.0
"Queen's, Belfast",Average Teaching Score,64.8,2019,64.8,52.0,6.0
Strathclyde,Average Teaching Score,64.6,2019,64.6,53.0,6.0
Chichester,Average Teaching Score,64.5,2019,64.5,54.0,6.0
Gloucestershire,Average Teaching Score,64.2,2019,64.2,55.0,6.0
Edge Hill,Average Teaching Score,64.2,2019,64.2,55.0,6.0
Liverpool,Average Teaching Score,63.6,2019,63.6,57.0,6.0
Cardiff,Average Teaching Score,63.0,2019,63.0,58.0,5.0
Kingston,Average Teaching Score,63.0,2019,63.0,58.0,5.0
SOAS,Average Teaching Score,63.0,2019,63.0,58.0,6.0
King's College London,Average Teaching Score,63.0,2019,63.0,58.0,6.0
Brunel,Average Teaching Score,63.0,2019,63.0,58.0,6.0
Falmouth,Average Teaching Score,62.9,2019,62.9,63.0,5.0
Leicester,Average Teaching Score,62.9,2019,62.9,63.0,5.0
Bournemouth,Average Teaching Score,62.7,2019,62.7,65.0,5.0
Plymouth,Average Teaching Score,62.5,2019,62.5,66.0,5.0
Heriot-Watt,Average Teaching Score,62.5,2019,62.5,66.0,5.0
Abertay Dundee,Average Teaching Score,62.4,2019,62.4,68.0,5.0
Teesside,Average Teaching Score,62.4,2019,62.4,68.0,5.0
Sheffield Hallam,Average Teaching Score,62.3,2019,62.3,70.0,5.0
De Montfort,Average Teaching Score,62.2,2019,62.2,71.0,5.0
Bradford,Average Teaching Score,61.7,2019,61.7,72.0,5.0
Manchester Met,Average Teaching Score,61.0,2019,61.0,73.0,4.0
Sunderland,Average Teaching Score,60.9,2019,60.9,74.0,4.0
University of the Arts London,Average Teaching Score,60.4,2019,60.4,75.0,4.0
Central Lancashire,Average Teaching Score,59.8,2019,59.8,76.0,4.0
Goldsmiths,Average Teaching Score,59.8,2019,59.8,76.0,4.0
London South Bank,Average Teaching Score,59.5,2019,59.5,78.0,4.0
Robert Gordon,Average Teaching Score,59.5,2019,59.5,78.0,4.0
"St Mary's, Twickenham",Average Teaching Score,59.4,2019,59.4,80.0,4.0
Solent,Average Teaching Score,59.3,2019,59.3,81.0,4.0
Westminster,Average Teaching Score,59.3,2019,59.3,81.0,4.0
Queen Mary,Average Teaching Score,59.1,2019,59.1,83.0,4.0
Queen Margaret,Average Teaching Score,58.9,2019,58.9,84.0,4.0
Leeds Trinity,Average Teaching Score,58.7,2019,58.7,85.0,3.0
Bolton,Average Teaching Score,58.7,2019,58.7,85.0,3.0
Trinity Saint David,Average Teaching Score,58.7,2019,58.7,85.0,3.0
East London,Average Teaching Score,58.2,2019,58.2,88.0,3.0
Salford,Average Teaching Score,58.2,2019,58.2,88.0,3.0
Hertfordshire,Average Teaching Score,58.0,2019,58.0,90.0,3.0
Worcester,Average Teaching Score,57.6,2019,57.6,91.0,3.0
Winchester,Average Teaching Score,57.4,2019,57.4,92.0,3.0
Ulster,Average Teaching Score,57.2,2019,57.2,93.0,3.0
Chester,Average Teaching Score,57.1,2019,57.1,94.0,3.0
City,Average Teaching Score,56.7,2019,56.7,95.0,3.0
Glasgow Caledonian,Average Teaching Score,56.1,2019,56.1,96.0,3.0
Glyndŵr,Average Teaching Score,56.0,2019,56.0,97.0,2.0
Birmingham City,Average Teaching Score,56.0,2019,56.0,97.0,2.0
Cardiff Met,Average Teaching Score,55.8,2019,55.8,99.0,2.0
Greenwich,Average Teaching Score,54.7,2019,54.7,100.0,2.0
Newman,Average Teaching Score,54.6,2019,54.6,101.0,2.0
Suffolk,Average Teaching Score,54.3,2019,54.3,102.0,2.0
Bath Spa,Average Teaching Score,53.8,2019,53.8,103.0,2.0
Anglia Ruskin,Average Teaching Score,53.8,2019,53.8,103.0,2.0
Edinburgh Napier,Average Teaching Score,53.6,2019,53.6,105.0,2.0
Hull,Average Teaching Score,53.5,2019,53.5,106.0,2.0
Brighton,Average Teaching Score,53.4,2019,53.4,107.0,2.0
Canterbury Christ Church,Average Teaching Score,53.0,2019,53.0,108.0,2.0
Roehampton,Average Teaching Score,52.8,2019,52.8,109.0,1.0
South Wales,Average Teaching Score,52.8,2019,52.8,109.0,1.0
Northampton,Average Teaching Score,52.3,2019,52.3,111.0,1.0
Middlesex,Average Teaching Score,52.1,2019,52.1,112.0,1.0
Bedfordshire,Average Teaching Score,49.4,2019,49.4,113.0,1.0
West of Scotland,Average Teaching Score,48.4,2019,48.4,114.0,1.0
Birkbeck,Average Teaching Score,47.7,2019,47.7,115.0,1.0
Wolverhampton,Average Teaching Score,46.5,2019,46.5,116.0,1.0
London Met,Average Teaching Score,44.0,2019,44.0,117.0,1.0
Cumbria,Average Teaching Score,43.9,2019,43.9,118.0,1.0
York St John,Average Teaching Score,43.6,2019,43.6,119.0,1.0
Leeds Beckett,Average Teaching Score,43.5,2019,43.5,120.0,1.0
Bucks New University,Average Teaching Score,32.6,2019,32.6,121.0,1.0
Cambridge,NSS Teaching (%),90.9893564804077,2019,90.9893564804077,4.0,10.0
Oxford,NSS Teaching (%),92.3501816181428,2019,92.3501816181428,2.0,10.0
St Andrews,NSS Teaching (%),94.1656075700153,2019,94.1656075700153,1.0,10.0
Loughborough,NSS Teaching (%),89.2176851475502,2019,89.2176851475502,16.0,9.0
Durham,NSS Teaching (%),88.5743350056075,2019,88.5743350056075,20.0,9.0
Bath,NSS Teaching (%),87.8958130573008,2019,87.8958130573008,29.0,8.0
Imperial College,NSS Teaching (%),84.9956838118677,2019,84.9956838118677,75.0,4.0
Warwick,NSS Teaching (%),87.0699723183845,2019,87.0699723183845,42.0,7.0
Lancaster,NSS Teaching (%),88.4137801494225,2019,88.4137801494225,23.0,9.0
Leeds,NSS Teaching (%),89.938697683616,2019,89.938697683616,9.0,10.0
UCL,NSS Teaching (%),83.5659426744104,2019,83.5659426744104,97.0,2.0
York,NSS Teaching (%),90.2183169061026,2019,90.2183169061026,7.0,10.0
Coventry,NSS Teaching (%),89.9559481497327,2019,89.9559481497327,8.0,10.0
Exeter,NSS Teaching (%),89.4349455018674,2019,89.4349455018674,14.0,9.0
London School of Economics,NSS Teaching (%),77.7151272309965,2019,77.7151272309965,120.0,1.0
Nottingham Trent,NSS Teaching (%),87.2416873493226,2019,87.2416873493226,36.0,8.0
Nottingham,NSS Teaching (%),87.9717782022579,2019,87.9717782022579,28.0,8.0
UEA,NSS Teaching (%),88.8475473282401,2019,88.8475473282401,19.0,9.0
Birmingham,NSS Teaching (%),89.4638412419217,2019,89.4638412419217,12.0,10.0
Bristol,NSS Teaching (%),89.7819650923011,2019,89.7819650923011,10.0,10.0
Surrey,NSS Teaching (%),87.5747849728546,2019,87.5747849728546,33.0,8.0
Lincoln,NSS Teaching (%),87.1235980687099,2019,87.1235980687099,40.0,7.0
Southampton,NSS Teaching (%),86.3124284093078,2019,86.3124284093078,57.0,6.0
Glasgow,NSS Teaching (%),89.4586360357154,2019,89.4586360357154,13.0,9.0
Portsmouth,NSS Teaching (%),87.6478772054561,2019,87.6478772054561,31.0,8.0
Sussex,NSS Teaching (%),87.0492591366453,2019,87.0492591366453,43.0,7.0
Newcastle,NSS Teaching (%),88.1579404697773,2019,88.1579404697773,26.0,8.0
Edinburgh,NSS Teaching (%),85.0199150983893,2019,85.0199150983893,73.0,4.0
Derby,NSS Teaching (%),88.4329704311985,2019,88.4329704311985,21.0,9.0
Dundee,NSS Teaching (%),91.0094786320617,2019,91.0094786320617,3.0,10.0
Essex,NSS Teaching (%),86.7637309861174,2019,86.7637309861174,48.0,7.0
Swansea,NSS Teaching (%),86.7572291051118,2019,86.7572291051118,51.0,6.0
Liverpool Hope,NSS Teaching (%),90.675823759431,2019,90.675823759431,5.0,10.0
Manchester,NSS Teaching (%),83.3137286507852,2019,83.3137286507852,100.0,2.0
Kent,NSS Teaching (%),86.9061874156776,2019,86.9061874156776,45.0,7.0
Keele,NSS Teaching (%),89.7621831480222,2019,89.7621831480222,11.0,10.0
UWE Bristol,NSS Teaching (%),87.5872286243424,2019,87.5872286243424,32.0,8.0
Royal Holloway,NSS Teaching (%),87.3062075828969,2019,87.3062075828969,35.0,8.0
Sheffield,NSS Teaching (%),87.0857138757083,2019,87.0857138757083,41.0,7.0
Stirling,NSS Teaching (%),88.4281967973292,2019,88.4281967973292,22.0,9.0
Huddersfield,NSS Teaching (%),85.4974002578511,2019,85.4974002578511,68.0,5.0
Oxford Brookes,NSS Teaching (%),85.6411012382368,2019,85.6411012382368,63.0,5.0
Aston,NSS Teaching (%),88.2968314033689,2019,88.2968314033689,25.0,8.0
Staffordshire,NSS Teaching (%),87.1910355932713,2019,87.1910355932713,37.0,7.0
Aberystwyth,NSS Teaching (%),90.5750676156347,2019,90.5750676156347,6.0,10.0
Reading,NSS Teaching (%),84.771986249277,2019,84.771986249277,79.0,4.0
Bangor,NSS Teaching (%),88.9375780840886,2019,88.9375780840886,17.0,9.0
Northumbria,NSS Teaching (%),84.9136385174447,2019,84.9136385174447,76.0,4.0
Liverpool John Moores,NSS Teaching (%),84.2642356084999,2019,84.2642356084999,90.0,3.0
West London,NSS Teaching (%),86.8373376283876,2019,86.8373376283876,47.0,7.0
Aberdeen,NSS Teaching (%),87.9843903189026,2019,87.9843903189026,27.0,8.0
"Queen's, Belfast",NSS Teaching (%),88.8866482915196,2019,88.8866482915196,18.0,9.0
Strathclyde,NSS Teaching (%),87.8373127142975,2019,87.8373127142975,30.0,8.0
Chichester,NSS Teaching (%),89.2300479322963,2019,89.2300479322963,15.0,9.0
Gloucestershire,NSS Teaching (%),86.7608727836699,2019,86.7608727836699,49.0,6.0
Edge Hill,NSS Teaching (%),85.5365334807878,2019,85.5365334807878,67.0,5.0
Liverpool,NSS Teaching (%),85.3966783035118,2019,85.3966783035118,70.0,5.0
Cardiff,NSS Teaching (%),85.8568657677939,2019,85.8568657677939,59.0,6.0
Kingston,NSS Teaching (%),78.7703170030521,2019,78.7703170030521,118.0,1.0
SOAS,NSS Teaching (%),88.3300163341268,2019,88.3300163341268,24.0,9.0
King's College London,NSS Teaching (%),86.5104655019861,2019,86.5104655019861,53.0,6.0
Brunel,NSS Teaching (%),81.9256450741127,2019,81.9256450741127,110.0,1.0
Falmouth,NSS Teaching (%),86.4728094917914,2019,86.4728094917914,54.0,6.0
Leicester,NSS Teaching (%),86.0786707719812,2019,86.0786707719812,58.0,6.0
Bournemouth,NSS Teaching (%),83.2937454020813,2019,83.2937454020813,101.0,2.0
Plymouth,NSS Teaching (%),87.1390329923982,2019,87.1390329923982,38.0,7.0
Heriot-Watt,NSS Teaching (%),84.6919484913482,2019,84.6919484913482,80.0,4.0
Abertay Dundee,NSS Teaching (%),86.4384518598832,2019,86.4384518598832,56.0,6.0
Teesside,NSS Teaching (%),85.350805832103,2019,85.350805832103,71.0,5.0
Sheffield Hallam,NSS Teaching (%),85.448323333147,2019,85.448323333147,69.0,5.0
De Montfort,NSS Teaching (%),84.1610974965839,2019,84.1610974965839,92.0,3.0
Bradford,NSS Teaching (%),82.4837276214764,2019,82.4837276214764,107.0,2.0
Manchester Met,NSS Teaching (%),82.9305096095364,2019,82.9305096095364,105.0,2.0
Sunderland,NSS Teaching (%),85.7168820003674,2019,85.7168820003674,61.0,5.0
University of the Arts London,NSS Teaching (%),77.474297332349,2019,77.474297332349,121.0,1.0
Central Lancashire,NSS Teaching (%),83.5878408783782,2019,83.5878408783782,96.0,3.0
Goldsmiths,NSS Teaching (%),87.3095221840086,2019,87.3095221840086,34.0,8.0
London South Bank,NSS Teaching (%),84.1310566852849,2019,84.1310566852849,93.0,3.0
Robert Gordon,NSS Teaching (%),84.2312138602861,2019,84.2312138602861,91.0,3.0
"St Mary's, Twickenham",NSS Teaching (%),85.7304287439269,2019,85.7304287439269,60.0,6.0
Solent,NSS Teaching (%),83.4992332517615,2019,83.4992332517615,98.0,2.0
Westminster,NSS Teaching (%),78.8040877075126,2019,78.8040877075126,117.0,1.0
Queen Mary,NSS Teaching (%),83.9137027080924,2019,83.9137027080924,94.0,3.0
Queen Margaret,NSS Teaching (%),84.4269358141043,2019,84.4269358141043,87.0,3.0
Leeds Trinity,NSS Teaching (%),85.6194397362623,2019,85.6194397362623,66.0,5.0
Bolton,NSS Teaching (%),84.4617938920735,2019,84.4617938920735,84.0,4.0
Trinity Saint David,NSS Teaching (%),85.6400423254477,2019,85.6400423254477,64.0,5.0
East London,NSS Teaching (%),84.578281059841,2019,84.578281059841,83.0,4.0
Salford,NSS Teaching (%),84.4403302938529,2019,84.4403302938529,85.0,3.0
Hertfordshire,NSS Teaching (%),84.4082230974927,2019,84.4082230974927,88.0,3.0
Worcester,NSS Teaching (%),86.4606310281333,2019,86.4606310281333,55.0,6.0
Winchester,NSS Teaching (%),87.1383731232041,2019,87.1383731232041,39.0,7.0
Ulster,NSS Teaching (%),84.4324341710677,2019,84.4324341710677,86.0,3.0
Chester,NSS Teaching (%),86.8658126236752,2019,86.8658126236752,46.0,7.0
City,NSS Teaching (%),83.1156087227775,2019,83.1156087227775,104.0,2.0
Glasgow Caledonian,NSS Teaching (%),82.25951753194,2019,82.25951753194,108.0,2.0
Glyndŵr,NSS Teaching (%),84.8994151388406,2019,84.8994151388406,77.0,4.0
Birmingham City,NSS Teaching (%),85.0588919244087,2019,85.0588919244087,72.0,5.0
Cardiff Met,NSS Teaching (%),82.1813381763643,2019,82.1813381763643,109.0,1.0
Greenwich,NSS Teaching (%),80.9121480606084,2019,80.9121480606084,114.0,1.0
Newman,NSS Teaching (%),85.6710295610829,2019,85.6710295610829,62.0,5.0
Suffolk,NSS Teaching (%),80.9675200661905,2019,80.9675200661905,113.0,1.0
Bath Spa,NSS Teaching (%),85.638142033826,2019,85.638142033826,65.0,5.0
Anglia Ruskin,NSS Teaching (%),87.0443043664481,2019,87.0443043664481,44.0,7.0
Edinburgh Napier,NSS Teaching (%),84.6289997904464,2019,84.6289997904464,82.0,4.0
Hull,NSS Teaching (%),85.0084609966835,2019,85.0084609966835,74.0,4.0
Brighton,NSS Teaching (%),83.8317659541249,2019,83.8317659541249,95.0,3.0
Canterbury Christ Church,NSS Teaching (%),84.7899085617092,2019,84.7899085617092,78.0,4.0
Roehampton,NSS Teaching (%),83.3797773300229,2019,83.3797773300229,99.0,2.0
South Wales,NSS Teaching (%),81.8208870977145,2019,81.8208870977145,111.0,1.0
Northampton,NSS Teaching (%),83.1813131635006,2019,83.1813131635006,102.0,2.0
Middlesex,NSS Teaching (%),80.4927895289273,2019,80.4927895289273,116.0,1.0
Bedfordshire,NSS Teaching (%),83.1726494117383,2019,83.1726494117383,103.0,2.0
West of Scotland,NSS Teaching (%),86.7414302720364,2019,86.7414302720364,52.0,6.0
Birkbeck,NSS Teaching (%),86.7586534263001,2019,86.7586534263001,50.0,6.0
Wolverhampton,NSS Teaching (%),82.8350676064955,2019,82.8350676064955,106.0,2.0
London Met,NSS Teaching (%),81.1855277863922,2019,81.1855277863922,112.0,1.0
Cumbria,NSS Teaching (%),80.8445487295874,2019,80.8445487295874,115.0,1.0
York St John,NSS Teaching (%),84.6534709716374,2019,84.6534709716374,81.0,4.0
Leeds Beckett,NSS Teaching (%),84.3402241492629,2019,84.3402241492629,89.0,3.0
Bucks New University,NSS Teaching (%),78.0372988404079,2019,78.0372988404079,119.0,1.0
Cambridge,NSS Overall (%),88.643654718873,2019,88.643654718873,15.0,9.0
Oxford,NSS Overall (%),89.9766848040473,2019,89.9766848040473,5.0,10.0
St Andrews,NSS Overall (%),93.4783172693301,2019,93.4783172693301,1.0,10.0
Loughborough,NSS Overall (%),90.1612858506309,2019,90.1612858506309,4.0,10.0
Durham,NSS Overall (%),88.6612682984351,2019,88.6612682984351,14.0,9.0
Bath,NSS Overall (%),88.1410253610022,2019,88.1410253610022,20.0,9.0
Imperial College,NSS Overall (%),83.3167356001595,2019,83.3167356001595,75.0,4.0
Warwick,NSS Overall (%),87.8946584351935,2019,87.8946584351935,27.0,8.0
Lancaster,NSS Overall (%),89.7053408675376,2019,89.7053408675376,9.0,10.0
Leeds,NSS Overall (%),88.9492859654054,2019,88.9492859654054,11.0,10.0
UCL,NSS Overall (%),80.7854412233888,2019,80.7854412233888,107.0,2.0
York,NSS Overall (%),88.0576087473228,2019,88.0576087473228,21.0,9.0
Coventry,NSS Overall (%),88.2193960288173,2019,88.2193960288173,18.0,9.0
Exeter,NSS Overall (%),88.8326766747045,2019,88.8326766747045,12.0,10.0
London School of Economics,NSS Overall (%),73.0688781059474,2019,73.0688781059474,119.0,1.0
Nottingham Trent,NSS Overall (%),88.5838424898942,2019,88.5838424898942,16.0,9.0
Nottingham,NSS Overall (%),86.8366487330731,2019,86.8366487330731,36.0,8.0
UEA,NSS Overall (%),89.7665384817701,2019,89.7665384817701,7.0,10.0
Birmingham,NSS Overall (%),88.0422586073185,2019,88.0422586073185,22.0,9.0
Bristol,NSS Overall (%),85.6163252179926,2019,85.6163252179926,45.0,7.0
Surrey,NSS Overall (%),87.6263707325174,2019,87.6263707325174,29.0,8.0
Lincoln,NSS Overall (%),87.9926847523085,2019,87.9926847523085,23.0,9.0
Southampton,NSS Overall (%),83.9343182492015,2019,83.9343182492015,69.0,5.0
Glasgow,NSS Overall (%),87.6185150460108,2019,87.6185150460108,30.0,8.0
Portsmouth,NSS Overall (%),88.1743561437959,2019,88.1743561437959,19.0,9.0
Sussex,NSS Overall (%),87.8921077772579,2019,87.8921077772579,28.0,8.0
Newcastle,NSS Overall (%),88.3031775586393,2019,88.3031775586393,17.0,9.0
Edinburgh,NSS Overall (%),80.3888738043512,2019,80.3888738043512,109.0,1.0
Derby,NSS Overall (%),85.2263731242013,2019,85.2263731242013,50.0,6.0
Dundee,NSS Overall (%),89.489305155515,2019,89.489305155515,10.0,10.0
Essex,NSS Overall (%),87.5700697204887,2019,87.5700697204887,31.0,8.0
Swansea,NSS Overall (%),88.7490101292792,2019,88.7490101292792,13.0,9.0
Liverpool Hope,NSS Overall (%),90.4068700482545,2019,90.4068700482545,3.0,10.0
Manchester,NSS Overall (%),83.3974778043841,2019,83.3974778043841,73.0,4.0
Kent,NSS Overall (%),87.9262105798286,2019,87.9262105798286,25.0,8.0
Keele,NSS Overall (%),89.8873423205069,2019,89.8873423205069,6.0,10.0
UWE Bristol,NSS Overall (%),87.1071289567739,2019,87.1071289567739,34.0,8.0
Royal Holloway,NSS Overall (%),86.7423956331202,2019,86.7423956331202,37.0,7.0
Sheffield,NSS Overall (%),86.5931472123585,2019,86.5931472123585,38.0,7.0
Stirling,NSS Overall (%),87.3315777248954,2019,87.3315777248954,32.0,8.0
Huddersfield,NSS Overall (%),86.2423995710752,2019,86.2423995710752,41.0,7.0
Oxford Brookes,NSS Overall (%),84.9272659112426,2019,84.9272659112426,53.0,6.0
Aston,NSS Overall (%),87.9234522013362,2019,87.9234522013362,26.0,8.0
Staffordshire,NSS Overall (%),84.6919544806228,2019,84.6919544806228,55.0,6.0
Aberystwyth,NSS Overall (%),90.7676757290869,2019,90.7676757290869,2.0,10.0
Reading,NSS Overall (%),84.5397210480852,2019,84.5397210480852,61.0,5.0
Bangor,NSS Overall (%),89.7466110460676,2019,89.7466110460676,8.0,10.0
Northumbria,NSS Overall (%),85.1715441427364,2019,85.1715441427364,51.0,6.0
Liverpool John Moores,NSS Overall (%),84.6207771106448,2019,84.6207771106448,57.0,6.0
West London,NSS Overall (%),83.8282035107059,2019,83.8282035107059,70.0,5.0
Aberdeen,NSS Overall (%),86.869498959572,2019,86.869498959572,35.0,8.0
"Queen's, Belfast",NSS Overall (%),87.9326440710996,2019,87.9326440710996,24.0,9.0
Strathclyde,NSS Overall (%),87.1752213053574,2019,87.1752213053574,33.0,8.0
Chichester,NSS Overall (%),86.3618641741786,2019,86.3618641741786,40.0,7.0
Gloucestershire,NSS Overall (%),84.6119898045921,2019,84.6119898045921,58.0,6.0
Edge Hill,NSS Overall (%),83.9439013983306,2019,83.9439013983306,68.0,5.0
Liverpool,NSS Overall (%),86.5838941591257,2019,86.5838941591257,39.0,7.0
Cardiff,NSS Overall (%),85.4023765549247,2019,85.4023765549247,47.0,7.0
Kingston,NSS Overall (%),79.1588917509118,2019,79.1588917509118,114.0,1.0
SOAS,NSS Overall (%),85.9288405224389,2019,85.9288405224389,44.0,7.0
King's College London,NSS Overall (%),81.1746017285846,2019,81.1746017285846,103.0,2.0
Brunel,NSS Overall (%),82.636512543368,2019,82.636512543368,82.0,4.0
Falmouth,NSS Overall (%),83.2559307629764,2019,83.2559307629764,77.0,4.0
Leicester,NSS Overall (%),86.0961982921528,2019,86.0961982921528,42.0,7.0
Bournemouth,NSS Overall (%),80.7345143477811,2019,80.7345143477811,108.0,2.0
Plymouth,NSS Overall (%),84.6712539982194,2019,84.6712539982194,56.0,6.0
Heriot-Watt,NSS Overall (%),85.2875993661862,2019,85.2875993661862,49.0,6.0
Abertay Dundee,NSS Overall (%),85.3058712603458,2019,85.3058712603458,48.0,7.0
Teesside,NSS Overall (%),83.3053670525982,2019,83.3053670525982,76.0,4.0
Sheffield Hallam,NSS Overall (%),84.0806559716906,2019,84.0806559716906,66.0,5.0
De Montfort,NSS Overall (%),84.7994412868936,2019,84.7994412868936,54.0,6.0
Bradford,NSS Overall (%),81.2148075896197,2019,81.2148075896197,102.0,2.0
Manchester Met,NSS Overall (%),83.6151611868826,2019,83.6151611868826,71.0,5.0
Sunderland,NSS Overall (%),82.81297194,2019,82.81297194,80.0,4.0
University of the Arts London,NSS Overall (%),71.6376590122528,2019,71.6376590122528,121.0,1.0
Central Lancashire,NSS Overall (%),81.9148018645296,2019,81.9148018645296,96.0,3.0
Goldsmiths,NSS Overall (%),82.1917709268644,2019,82.1917709268644,93.0,3.0
London South Bank,NSS Overall (%),82.4762703573968,2019,82.4762703573968,88.0,3.0
Robert Gordon,NSS Overall (%),84.5600754892136,2019,84.5600754892136,60.0,6.0
"St Mary's, Twickenham",NSS Overall (%),84.570657823005,2019,84.570657823005,59.0,6.0
Solent,NSS Overall (%),81.6412205558672,2019,81.6412205558672,99.0,2.0
Westminster,NSS Overall (%),79.4989775707365,2019,79.4989775707365,113.0,1.0
Queen Mary,NSS Overall (%),83.4031685363003,2019,83.4031685363003,72.0,5.0
Queen Margaret,NSS Overall (%),81.0237174805102,2019,81.0237174805102,105.0,2.0
Leeds Trinity,NSS Overall (%),84.2110070282194,2019,84.2110070282194,65.0,5.0
Bolton,NSS Overall (%),82.5640968512139,2019,82.5640968512139,84.0,4.0
Trinity Saint David,NSS Overall (%),82.8696309327282,2019,82.8696309327282,79.0,4.0
East London,NSS Overall (%),82.5403819294161,2019,82.5403819294161,86.0,3.0
Salford,NSS Overall (%),82.7021853076613,2019,82.7021853076613,81.0,4.0
Hertfordshire,NSS Overall (%),82.431965272111,2019,82.431965272111,89.0,3.0
Worcester,NSS Overall (%),84.0789931391291,2019,84.0789931391291,67.0,5.0
Winchester,NSS Overall (%),86.0320365451589,2019,86.0320365451589,43.0,7.0
Ulster,NSS Overall (%),85.1677144835772,2019,85.1677144835772,52.0,6.0
Chester,NSS Overall (%),85.478802221829,2019,85.478802221829,46.0,7.0
City,NSS Overall (%),82.5958438051674,2019,82.5958438051674,83.0,4.0
Glasgow Caledonian,NSS Overall (%),81.4333977684199,2019,81.4333977684199,101.0,2.0
Glyndŵr,NSS Overall (%),81.0219138627192,2019,81.0219138627192,106.0,2.0
Birmingham City,NSS Overall (%),82.9327452133756,2019,82.9327452133756,78.0,4.0
Cardiff Met,NSS Overall (%),81.8251990669586,2019,81.8251990669586,97.0,2.0
Greenwich,NSS Overall (%),80.2184268784311,2019,80.2184268784311,111.0,1.0
Newman,NSS Overall (%),82.5488034966915,2019,82.5488034966915,85.0,3.0
Suffolk,NSS Overall (%),78.4895075859444,2019,78.4895075859444,116.0,1.0
Bath Spa,NSS Overall (%),82.0527864630419,2019,82.0527864630419,94.0,3.0
Anglia Ruskin,NSS Overall (%),83.3204224694181,2019,83.3204224694181,74.0,4.0
Edinburgh Napier,NSS Overall (%),81.1451373334837,2019,81.1451373334837,104.0,2.0
Hull,NSS Overall (%),84.2175148385355,2019,84.2175148385355,63.0,5.0
Brighton,NSS Overall (%),79.7996898580398,2019,79.7996898580398,112.0,1.0
Canterbury Christ Church,NSS Overall (%),82.2597903617714,2019,82.2597903617714,91.0,3.0
Roehampton,NSS Overall (%),81.7678474564997,2019,81.7678474564997,98.0,2.0
South Wales,NSS Overall (%),78.8905850544487,2019,78.8905850544487,115.0,1.0
Northampton,NSS Overall (%),82.5075603358683,2019,82.5075603358683,87.0,3.0
Middlesex,NSS Overall (%),80.3150781559601,2019,80.3150781559601,110.0,1.0
Bedfordshire,NSS Overall (%),81.6219119287377,2019,81.6219119287377,100.0,2.0
West of Scotland,NSS Overall (%),84.2137424916405,2019,84.2137424916405,64.0,5.0
Birkbeck,NSS Overall (%),84.4425718724296,2019,84.4425718724296,62.0,5.0
Wolverhampton,NSS Overall (%),81.9763803449266,2019,81.9763803449266,95.0,3.0
London Met,NSS Overall (%),78.0417391695002,2019,78.0417391695002,117.0,1.0
Cumbria,NSS Overall (%),76.8959797486257,2019,76.8959797486257,118.0,1.0
York St John,NSS Overall (%),82.2091665991418,2019,82.2091665991418,92.0,3.0
Leeds Beckett,NSS Overall (%),82.2654636567046,2019,82.2654636567046,90.0,3.0
Bucks New University,NSS Overall (%),72.2542217044985,2019,72.2542217044985,120.0,1.0
Cambridge,Expenditure per student / 10,9.66997766686557,2019,9.66997766686557,3.0,10.0
Oxford,Expenditure per student / 10,9.87512652825448,2019,9.87512652825448,2.0,10.0
St Andrews,Expenditure per student / 10,5.23739655070034,2019,5.23739655070034,53.0,6.0
Loughborough,Expenditure per student / 10,6.32278670987512,2019,6.32278670987512,26.0,8.0
Durham,Expenditure per student / 10,5.10833835804865,2019,5.10833835804865,58.0,6.0
Bath,Expenditure per student / 10,6.29601498081311,2019,6.29601498081311,28.0,8.0
Imperial College,Expenditure per student / 10,8.63732808355891,2019,8.63732808355891,6.0,10.0
Warwick,Expenditure per student / 10,7.8438242310356,2019,7.8438242310356,10.0,10.0
Lancaster,Expenditure per student / 10,7.71714970541445,2019,7.71714970541445,11.0,10.0
